restaurant_id,restaurant_name,raw_menu_item_name,raw_price,raw_category,source_url,source_file,collected_at,notes,price_sgd,price_note,description,source_type
T008,Arise and Shine,,,,https://ph.openrice.com/en/singapore/r-arise-and-shine-%E6%9D%9C%E5%BC%97-%E4%BA%9E%E6%B4%B2%E6%96%99%E7%90%86-%E5%92%96%E5%95%A1-r240140/menus,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,openrice
T011,Burnt Cones,Pistacchio,S$18,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,18,fixed,,official_menu
T011,Burnt Cones,85% Dark Chocolate,S$19,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,19,fixed,,official_menu
T011,Burnt Cones,Maple Pecan,S$18,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,18,fixed,,official_menu
T011,Burnt Cones,Strawberry Sorbet,S$17,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,17,fixed,,official_menu
T011,Burnt Cones,Mango Passion,S$17,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,17,fixed,,official_menu
T011,Burnt Cones,Ube,S$18,Gelato pints,https://www.burntcones.com/,,2026-08-03,Public web menu static snapshot,18,fixed,,official_menu
T018,Hugabo,,,,https://www.foodpanda.sg/restaurant/u4cp/hugabo-nuh-medical-centre,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,foodpanda_indexed
T018,Hugabo,,,,https://halalboleh.com/shop/hugabo/9-lower-kent-ridge-road,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,halalboleh
T019,Kaffe & Toast,,,,https://www.kaffeandtoast.sg/,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,official_locations
T019,Kaffe & Toast,,,,https://halalboleh.com/shop/kaffe-toast/9-lower-kent-ridge-road,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,halalboleh
T020,Masta Kafe,,,,https://halalboleh.com/shop/masta-kafe/9-lower-kent-ridge-road,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,halalboleh
T024,Saap Saap Thai,Saap Saap Buddy Set (2 Pax),SGD 34.00,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,34.00,fixed,,price_page
T024,Saap Saap Thai,Crispy Fish Set Specials (2 Pax),SGD 45.90,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,45.90,fixed,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken Set Specials (2 Pax),SGD 45.90,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,45.90,fixed,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken Upsized Set Specials (4 Pax),SGD 69.00,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,69.00,fixed,,price_page
T024,Saap Saap Thai,Family Feast Set (4 Pax),SGD 63.00,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,63.00,fixed,,price_page
T024,Saap Saap Thai,Family Feast Party Set (4 Pax),SGD 72.00,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,72.00,fixed,,price_page
T024,Saap Saap Thai,Family Upsized Party Set (6 -8 Pax),SGD 116.00,SAAP SAAP THAI SINGAPORE MENU SPECIAL SET MEALS,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,116.00,fixed,,price_page
T024,Saap Saap Thai,Rice Combo 1 (1 Pax),SGD 14.20,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,14.20,fixed,,price_page
T024,Saap Saap Thai,Noodle Combo 1 (1 Pax),SGD 14.20,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,14.20,fixed,,price_page
T024,Saap Saap Thai,Rice Combo 2 (1 Pax),SGD 16.20,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,16.20,fixed,,price_page
T024,Saap Saap Thai,Noodle Combo 2 (1 Pax),SGD 16.20,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,16.20,fixed,,price_page
T024,Saap Saap Thai,Super Single Rice Combo 3 (1 Pax),SGD 16.80,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,16.80,fixed,,price_page
T024,Saap Saap Thai,Super Single Noodle Combo 3 (1 Pax),SGD 16.80,SAAP SAAP THAI MENU INDIVIDUAL SET MEAL,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,16.80,fixed,,price_page
T024,Saap Saap Thai,Snack Delights Box A,From SGD 8.20,SAAP SAAP THAI SNACK BOXES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.20,starting_price,,price_page
T024,Saap Saap Thai,Snack Delights Box B,From SGD 14.90,SAAP SAAP THAI SNACK BOXES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,14.90,starting_price,,price_page
T024,Saap Saap Thai,Snack Delights Box C,From SGD 14.90,SAAP SAAP THAI SNACK BOXES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,14.90,starting_price,,price_page
T024,Saap Saap Thai,Ultimate Party Snack Set,From SGD 32.00,SAAP SAAP THAI SNACK BOXES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,32.00,starting_price,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken Noodle (Dry),SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken Boat Noodle,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken with Rice,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Kra Pao Basil Crispy Chicken with Rice,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Garlic Black Pepper Crispy Chicken w Rice,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Crispy Chicken w Tom Yam Sauce,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Saap Saap Crispy Chicken Wings with Rice,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Crispy Chicken Tom Yam Soup,SGD 9.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Yum Thai Salad Glass Noodle w Crispy Chicken,SGD 7.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,7.20,fixed,,price_page
T024,Saap Saap Thai,Wings & Drumettes,SGD 8.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.20,fixed,,price_page
T024,Saap Saap Thai,Fried Fish,SGD 8.20,SAAP SAAP THAI MENU THAI CRISPY CHICKEN,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.20,fixed,,price_page
T024,Saap Saap Thai,Kra Pao Basil Crispy Fish with Rice,SGD 9.20,SAAP SAAP THAI CRISPY FISH SELECT MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Garlic Black Pepper Crispy Fish w Rice,SGD 9.20,SAAP SAAP THAI CRISPY FISH SELECT MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Crispy Fish Rice w Tom Yam Sauce,SGD 9.20,SAAP SAAP THAI CRISPY FISH SELECT MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Yum Thai Salad Glass Noodle w Crispy Fish,SGD 7.20,SAAP SAAP THAI CRISPY FISH SELECT MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,7.20,fixed,,price_page
T024,Saap Saap Thai,Signature Australian Beef Boat Noodle,SGD 9.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Beef Brisket Boat Noodle w Tendon,SGD 9.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Beef Boat Noodle Deluxe,SGD 11.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,11.20,fixed,,price_page
T024,Saap Saap Thai,Signature Chicken Boat Noodle,SGD 9.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Grilled Chicken Noodle (Dry/Soup),SGD 9.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Thai Grilled Chicken Boat Noodle,SGD 9.20,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Beef Ball Boat Noodle Soup,SGD 8.80,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.80,fixed,,price_page
T024,Saap Saap Thai,Chicken Ball Boat Noodle Soup,SGD 8.80,SAAP SAAP THAI SIGNATURE THAI NOODLES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.80,fixed,,price_page
T024,Saap Saap Thai,Thai Grilled Chicken with Rice (Non spicy),From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Kra Pao Basil Chicken with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Kra Pao Basil Beef Slice with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Green Curry Chicken with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Beef Brisket & Tendon with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Beef Deluxe w Rice,From SGD 11.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,11.20,starting_price,,price_page
T024,Saap Saap Thai,Thai Garlic Black Pepper Chicken with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Thai Garlic Black Pepepr Beef with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yam Sauteed Chicken with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yam Sauteed Beef with Rice,From SGD 9.20,SAAP SAAP THAI CLASSIC RICE DISHES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Seafood Caribbean,From SGD 11.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,11.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Beef Slice,From SGD 9.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Chicken Slice,From SGD 9.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Fish Slice,From SGD 9.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Prawns,From SGD 9.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Beef Brisket & Tendon,From SGD 9.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,starting_price,,price_page
T024,Saap Saap Thai,Tom Yum Beef Deluxe,From SGD 11.20,SAAP SAAP THAI MENU TOM YUM SOUP PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,11.20,starting_price,,price_page
T024,Saap Saap Thai,Yum Seafood Caribbean,SGD 9.20,SAAP SAAP THAI YUM THAI SALAD MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.20,fixed,,price_page
T024,Saap Saap Thai,Yum Beef Slice,SGD 7.20,SAAP SAAP THAI YUM THAI SALAD MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,7.20,fixed,,price_page
T024,Saap Saap Thai,Yum Fish Slice,SGD 7.20,SAAP SAAP THAI YUM THAI SALAD MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,7.20,fixed,,price_page
T024,Saap Saap Thai,Yum Grilled Chicken,SGD 7.20,SAAP SAAP THAI YUM THAI SALAD MENU PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,7.20,fixed,,price_page
T024,Saap Saap Thai,Original Iced Thai Milk Tea (Signature),SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,fixed,,price_page
T024,Saap Saap Thai,Iced Thai Green Milk Tea,SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,fixed,,price_page
T024,Saap Saap Thai,Iced Lime Thai Tea,SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,fixed,,price_page
T024,Saap Saap Thai,Fresh Iced Lime Juice,SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,fixed,,price_page
T024,Saap Saap Thai,Lemongrass Drink (Warm/Iced),From SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,starting_price,,price_page
T024,Saap Saap Thai,Honey Lime Drink (Warm/Iced),From SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,starting_price,,price_page
T024,Saap Saap Thai,Iced Thai Soda (Red/Green),From SGD 3.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3.70,starting_price,,price_page
T024,Saap Saap Thai,Original Hot Thai Milk Tea,SGD 3,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3,fixed,,price_page
T024,Saap Saap Thai,Hot Honey Black Tea,SGD 3,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3,fixed,,price_page
T024,Saap Saap Thai,Hot Lime Black Tea,SGD 3,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3,fixed,,price_page
T024,Saap Saap Thai,Hot Thai Black Tea,SGD 3,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3,fixed,,price_page
T024,Saap Saap Thai,Soft Drink,From SGD 3,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,3,starting_price,,price_page
T024,Saap Saap Thai,Mineral Water,SGD 2.70,SAAP SAAP THAI BEVERAGES PRICES,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,2.70,fixed,,price_page
T024,Saap Saap Thai,Pad Thai,20,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,20,fixed,,price_page
T024,Saap Saap Thai,Green Curry,8,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,8,fixed,,price_page
T024,Saap Saap Thai,Tom Yum Soup,5,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,5,fixed,,price_page
T024,Saap Saap Thai,Thai Basil Chicken,6,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,6,fixed,,price_page
T024,Saap Saap Thai,Spring Rolls,5,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,5,fixed,,price_page
T024,Saap Saap Thai,Mango Sticky Rice,20,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,20,fixed,,price_page
T024,Saap Saap Thai,Pad See Ew,12,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,12,fixed,,price_page
T024,Saap Saap Thai,Som Tum (Papaya Salad),10,NUTRITION INFORMATION OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Starters,$5.00,SAAP SAAP THAI MENU SINGAPORE DRIVE-THRU ITEMS TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,5.00,fixed,,price_page
T024,Saap Saap Thai,Mains,$9.00,SAAP SAAP THAI MENU SINGAPORE DRIVE-THRU ITEMS TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,9.00,fixed,,price_page
T024,Saap Saap Thai,Beverages,$4.00,SAAP SAAP THAI MENU SINGAPORE DRIVE-THRU ITEMS TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,4.00,fixed,,price_page
T024,Saap Saap Thai,Desserts,$5.50,SAAP SAAP THAI MENU SINGAPORE DRIVE-THRU ITEMS TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,5.50,fixed,,price_page
T024,Saap Saap Thai,Combos,$16.00,SAAP SAAP THAI MENU SINGAPORE DRIVE-THRU ITEMS TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,16.00,fixed,,price_page
T024,Saap Saap Thai,Appetizers,$200,BULK ORDER OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,200,fixed,,price_page
T024,Saap Saap Thai,Mains,$150,BULK ORDER OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,150,fixed,,price_page
T024,Saap Saap Thai,Side Dishes,$50,BULK ORDER OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,50,fixed,,price_page
T024,Saap Saap Thai,Desserts,$70,BULK ORDER OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,70,fixed,,price_page
T024,Saap Saap Thai,Drinks,$40,BULK ORDER OF SAAP SAAP THAI SINGAPORE MENU TABLE,https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,40,fixed,,price_page
T024,Saap Saap Thai,Sunday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Monday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Tuesday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Wednesday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Thursday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Friday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T024,Saap Saap Thai,Saturday,10:30 am–9 pm,"SAAP SAAP THAI SINGAPORE LOCATION, OPENING HOURS, AND INSTANT DATA",https://sgfoodprice.org/saap-saap-thai-singapore-menu/,,2026-08-03,Public web menu static snapshot,10,fixed,,price_page
T036,JINJJA Chicken,,,,https://www.jinjjachicken.com/menus,,2026-08-03,needs_manual_review: no structured priced rows extracted,,,,official_menu
T036,JINJJA Chicken,Mozzarella Cheese Sticks (4pcs),S$4.50,Jinjja Chicken Popular Menu,https://menuprices.sg/jinjja-chicken-singapore-menu/,,2026-08-03,Public web menu static snapshot,4.50,fixed,,price_page
T036,JINJJA Chicken,Ala Carte,S$8.90,Jinjja Chicken Popular Menu,https://menuprices.sg/jinjja-chicken-singapore-menu/,,2026-08-03,Public web menu static snapshot,8.90,fixed,,price_page
